gene_name	log2(fold_change)	p_value
CG4461	2,26095	5,00E-05
ex	2,26068	0,0241
Cpr47Ee	2,25772	0,00035
CRMP	2,25559	5,00E-05
CG31659,NLaz	2,25285	5,00E-05
Gbp	2,25204	5,00E-05
CG9119	2,25134	5,00E-05
gbb	2,25084	5,00E-05
CG12643	2,25034	0,0005
CG17027,CG17028,CG17029	2,24768	0,0164
CG5999	2,24658	0,00415
cln3	2,24656	5,00E-05
CG42235	2,24557	5,00E-05
CG17732	2,24492	0,00015
CG5080	2,24466	5,00E-05
sdt	2,24232	5,00E-05
fz2	2,24219	5,00E-05
CG3823	2,24035	5,00E-05
Ca-alpha1D	2,2401	5,00E-05
CG6429,CG6435	2,23912	0,0001
dao	2,23838	5,00E-05
CG10116	2,23487	0,01005
CG6891	2,23209	0,0053
CG32669	2,23206	0,01575
CG17325,CG42305	2,23044	5,00E-05
Cubn	2,23033	5,00E-05
CG6409	2,22912	5,00E-05
CG6688	2,22771	0,00175
Ptp52F	2,22727	5,00E-05
Ser12	2,22726	5,00E-05
Oatp58Db	2,22722	5,00E-05
Cda9	2,22676	5,00E-05
Tsp42Eg	2,22607	5,00E-05
so	2,22574	5,00E-05
CG42521	2,2236	5,00E-05
CG6337	2,2232	5,00E-05
CG32633	2,22302	5,00E-05
Lrt	2,22084	0,00425
KCNQ	2,22065	0,0021
CG11878	2,21904	5,00E-05
CG33282	2,21804	0,00175
CG13082	2,21804	0,0019
tal-3A	2,21526	5,00E-05
Tsp42Eo	2,21485	0,0217
TrissinR	2,21373	5,00E-05
CG31547	2,21319	5,00E-05
Listericin	2,21106	5,00E-05
CG18507	2,20819	5,00E-05
CG13920	2,20719	0,0101
CG8907	2,20697	5,00E-05
CG18095	2,20637	0,00295
Obp57a,Obp57b,Obp57c	2,20472	5,00E-05
CG32137	2,20421	5,00E-05
Tsp	2,20057	5,00E-05
drm	2,20029	5,00E-05
verm	2,19924	0,0001
st	2,19906	0,0205
CG31041	2,19903	0,0034
CG31313	2,19644	5,00E-05
cora	2,19441	5,00E-05
CG31036	2,19344	0,00105
CG32984	2,19189	0,00115
CG17111	2,19074	0,0007
rdgA	2,19025	0,00025
GstE2	2,18801	0,0033
CG15203	2,18603	5,00E-05
Hsromega	2,18336	5,00E-05
nrv2	2,1817	5,00E-05
CG18404	2,18115	0,00345
CG33178	2,1802	0,008
stumps	2,1801	5,00E-05
CG31675,CG9338	2,17952	5,00E-05
CG32023	2,17888	5,00E-05
CG12766	2,1775	0,0013
CG18628	2,1772	5,00E-05
CG13313	2,17616	0,00025
yellow-h	2,17587	0,0018
FMRFa	2,17564	5,00E-05
Myo28B1	2,17538	0,02445
CG6362	2,17484	0,00785
CG13160	2,17377	0,00145
CG5984	2,1735	0,00165
CG30016	2,17171	0,00015
tara	2,17171	5,00E-05
CG42390	2,17101	5,00E-05
Amy-d	2,16803	5,00E-05
Vha36-3	2,16798	5,00E-05
CG5002	2,16751	5,00E-05
CG6006	2,16746	5,00E-05
Tsp42Ei	2,16699	5,00E-05
CG14259	2,16594	0,0001
CG13965	2,16559	0,02175
CG13606	2,164	0,00075
CG43740	2,16235	5,00E-05
iav	2,15938	0,0011
Smvt	2,15784	5,00E-05
CG18067	2,15696	5,00E-05
Drip	2,15505	5,00E-05
CG2681	2,15488	5,00E-05
GstE1	2,15448	0,0121
Spn77Ba	2,1542	0,01035
NK7.1	2,15391	5,00E-05
CG9717	2,15337	5,00E-05
Uhg1	2,1528	0,0001
pio	2,15271	5,00E-05
DCX-EMAP	2,15207	0,0003
CG5849	2,15107	0,0004
to	2,1506	5,00E-05
Mp20	2,14821	5,00E-05
wit	2,14767	5,00E-05
CG13707	2,14657	0,00065
IM2	2,14631	5,00E-05
FER	2,14544	5,00E-05
CG13905	2,14501	5,00E-05
CG32392	2,14264	0,0123
NT5E-2	2,14221	5,00E-05
yellow-e	2,14189	0,0005
CG43102	2,14046	5,00E-05
abd-A	2,1388	5,00E-05
Nhe2	2,13628	5,00E-05
CG32813	2,13614	5,00E-05
CG9626	2,1356	5,00E-05
Drsl4	2,13395	0,01325
CG13506	2,13297	5,00E-05
Cyp312a1	2,13265	0,0046
Tsp42En	2,13198	0,0005
CG1143	2,13105	5,00E-05
CG33099	2,13062	5,00E-05
CG34253	2,12987	0,00245
NijA	2,12878	0,0001
CG3301	2,12865	5,00E-05
SclA,SclB	2,12817	5,00E-05
CG9628	2,12602	0,0024
Tep4	2,12471	5,00E-05
CG16772	2,12453	5,00E-05
CG18622	2,12321	0,00025
NaPi-T	2,12255	5,00E-05
org-1	2,11969	0,0028
Obp99a	2,11961	5,00E-05
Cht3	2,11903	0,00025
CG10359	2,11673	0,001
trh	2,11527	0,00015
CG18304	2,11484	5,00E-05
CG4000	2,1127	5,00E-05
CG17928	2,11219	5,00E-05
GluClalpha	2,11143	5,00E-05
CG7882	2,109	5,00E-05
Cyp313a1	2,10812	0,0003
CG32024	2,10731	0,0015
CG11155	2,10709	5,00E-05
MRE16	2,10557	0,0146
CG30026	2,10553	5,00E-05
CG11211	2,10441	5,00E-05
Sox14	2,10141	0,0002
comt	2,10128	5,00E-05
CG13458	2,10006	0,003
Ac78C	2,09985	5,00E-05
CG43120	2,09925	0,01835
pirk	2,09821	0,002
CG10559	2,0971	0,01055
up	2,09674	5,00E-05
CG8745	2,09543	5,00E-05
CG13937	2,09239	5,00E-05
CG4950	2,09095	0,00145
CG10625	2,09084	5,00E-05
Atf3	2,09064	5,00E-05
CG14022	2,08981	5,00E-05
SerT	2,08923	0,0001
CG1806	2,08691	0,0181
Spn31A	2,08685	0,00015
List	2,08377	0,00015
spheroide	2,08231	0,01635
CG34220	2,08167	0,0001
PIP5K59B	2,07887	5,00E-05
tx	2,07751	0,0001
Gadd45	2,0771	5,00E-05
CG15046	2,07582	0,00135
lbl	2,07574	0,002
CG15695	2,074	0,0019
Argk	2,07358	5,00E-05
CG42319	2,07308	5,00E-05
Cpr65Au	2,07302	5,00E-05
CG42808	2,0706	5,00E-05
CG9394	2,06888	5,00E-05
RhoGAP102A	2,06792	5,00E-05
LKRSDH	2,06773	0,00025
CG31676	2,06618	5,00E-05
CG42822	2,06615	0,02435
Gpb5	2,06519	0,001
GstE9	2,06491	0,0027
CG42394	2,06484	5,00E-05
CngB	2,06478	0,0165
CG31248	2,06355	0,00045
CG7016	2,06342	0,0008
Whamy	2,06324	5,00E-05
Rgk3	2,06275	5,00E-05
PICK1	2,06162	0,0004
CG14275	2,05943	5,00E-05
CG4250	2,05921	5,00E-05
CG15412	2,05912	5,00E-05
CG18754,SPE	2,05894	5,00E-05
CG5612	2,0585	0,00055
CG8925	2,05792	0,0002
CG34172	2,05644	5,00E-05
l(2)efl	2,05637	5,00E-05
CG7589	2,0546	5,00E-05
Orct2	2,05423	0,0002
CG7409	2,0538	0,0296
Shal	2,05304	5,00E-05
Cys	2,05199	5,00E-05
NfI	2,05185	5,00E-05
CG11226	2,0518	0,02
CG11073	2,05115	5,00E-05
Mlc2	2,05032	5,00E-05
mwh	2,04999	0,00715
CG34109	2,04946	0,01155
gol	2,04892	5,00E-05
Kul	2,0486	5,00E-05
CR44095	2,04856	5,00E-05
hui	2,04807	0,00015
CG3961	2,04674	5,00E-05
grass	2,04623	5,00E-05
CG7900	2,04554	5,00E-05
CG12730	2,04486	5,00E-05
caup	2,04451	0,00055
CG7378	2,04376	5,00E-05
CG32750	2,04331	0,0043
CG7164,Uro	2,04295	0,00015
CG10262	2,03993	0,00555
Tsp42El	2,03927	5,00E-05
CG34325	2,03421	5,00E-05
CG32599	2,03078	0,00015
CG16799	2,02972	5,00E-05
CG4096	2,02629	0,00035
CG14984	2,02535	5,00E-05
CG43693	2,02454	5,00E-05
ade3	2,02229	5,00E-05
CG3625	2,0221	5,00E-05
CG8646	2,02131	0,01125
RhoGEF64C	2,01985	5,00E-05
CG13318	2,01978	5,00E-05
nemy	2,01726	5,00E-05
GV1	2,01409	5,00E-05
CG14855	2,01342	0,0121
slo	2,01191	5,00E-05
ClC-a	2,01155	5,00E-05
Irk3	2,0115	0,00565
CG8785	2,01004	5,00E-05
Reg-2	2,00816	0,0001
CG33301	2,00801	5,00E-05
CG15628	2,0072	5,00E-05
MtnE	2,00642	5,00E-05
CCHa1	2,00551	0,00355
tadr	2,00439	5,00E-05
tio	2,00309	0,002
CG15067	2,00172	5,00E-05
CG17032	2,00085	0,00015
CG42663	2,00012	0,007
Tsp42Er	1,99911	0,00285
CG5346	1,99872	5,00E-05
CG5527	1,99794	0,0004
Rbp4	1,99769	0,00645
Gfat1	1,99736	5,00E-05
CG1126	1,99642	0,0255
alpha-Man-Ic	1,9961	0,01
CG14291	1,99558	0,02035
CG43103	1,99491	0,00795
CG3191	1,99418	0,00015
Piezo	1,99387	5,00E-05
CG34446	1,99209	0,0014
Rootletin	1,99186	0,01525
CG9498	1,99111	5,00E-05
CanA1	1,99074	5,00E-05
CG42238	1,98913	5,00E-05
Mlc1	1,98885	5,00E-05
CG13658	1,98675	0,0048
CG34284	1,98639	5,00E-05
CG43394	1,98627	0,01675
CG12057	1,98288	0,00085
tsh	1,98229	5,00E-05
CR43650	1,98043	5,00E-05
pHCl	1,97939	5,00E-05
TpnC25D	1,97814	0,00015
Cda5	1,9777	5,00E-05
CG10311	1,97721	0,00485
CG30050	1,97718	0,0159
CG1998	1,97677	0,0001
CG14321	1,97574	0,0133
CG10650	1,97566	5,00E-05
nompB	1,97452	0,0019
Cpr78E	1,97354	0,0243
CG31038	1,97348	5,00E-05
CG9864	1,9728	5,00E-05
CG7778	1,97106	5,00E-05
CG15556	1,96923	0,00015
CR46201	1,96887	0,0008
CG2709	1,96821	0,00465
sda	1,96421	5,00E-05
CG18744	1,96322	0,0071
CG18745	1,96162	0,00055
CG6048	1,96057	0,00195
CG15673	1,95984	0,00025
CG11889,CG11891	1,95978	5,00E-05
CG3746	1,958	0,00335
CG4213	1,95498	5,00E-05
CG9336	1,95386	5,00E-05
Tsp29Fb	1,95356	5,00E-05
Sr-CIV	1,95214	0,00205
CG3505	1,9499	5,00E-05
TyrRII	1,94764	0,00115
CG18258	1,94713	0,01155
CG6142	1,94579	0,01475
CG18268,CG3014	1,94238	0,00045
Octbeta2R	1,94097	0,0003
CG7888	1,94047	0,00815
CG6972	1,94032	5,00E-05
CG5597	1,93793	0,00195
CG7992	1,93644	0,00725
CG1368	1,9361	0,0153
mesh	1,93426	5,00E-05
Orcokinin	1,93307	5,00E-05
CG12817	1,93235	0,0164
dpr21	1,93164	0,01525
CG34211	1,93156	0,02265
CG12655	1,93124	0,0031
wupA	1,93102	5,00E-05
CG13309	1,93053	5,00E-05
CG6071	1,92914	0,0031
Thor	1,9286	5,00E-05
CG8343	1,92463	5,00E-05
CG13086	1,92328	0,0012
Rhp	1,92292	5,00E-05
CG12119	1,92197	5,00E-05
CG5001	1,92166	5,00E-05
Nplp3	1,92138	5,00E-05
CG42714	1,91927	0,01565
Dif	1,91912	5,00E-05
CG34417	1,91836	5,00E-05
bdl	1,91627	5,00E-05
CG15529	1,91179	0,0001
CG8952	1,91146	0,0225
Mal-A6	1,91136	5,00E-05
Fmo-1	1,9099	0,0011
CG13299	1,90874	0,00015
Npc2f	1,9081	0,00235
CG42846	1,90525	0,00085
PGRP-LB	1,90473	0,01185
Ca-beta	1,90467	5,00E-05
CG9090	1,90317	5,00E-05
CG5177	1,90253	5,00E-05
Hsc70-2	1,9014	0,001
CG6484	1,90118	5,00E-05
CR46006	1,90016	0,0073
CG34256	1,89933	0,01805
CG15202	1,89932	0,0007
CG4297	1,8986	5,00E-05
Fatp	1,89842	5,00E-05
RyR	1,89746	5,00E-05
CG31272	1,89734	5,00E-05
tai	1,89721	5,00E-05
shot	1,89641	5,00E-05
CG8854	1,89608	0,0085
sm	1,89545	0,00015
CG42508	1,89478	5,00E-05
Cyp12e1	1,89458	0,00015
CG33514	1,89159	0,0026
CG12158	1,89027	5,00E-05
RluA-1	1,8897	5,00E-05
Shroom	1,88942	5,00E-05
Fmo-2	1,88711	5,00E-05
Nep2	1,88608	5,00E-05
yuri	1,88562	5,00E-05
CG5381	1,88541	0,00045
CG10126	1,88478	5,00E-05
CG5059	1,88345	5,00E-05
CG10205	1,88263	0,0005
CG11321	1,88245	5,00E-05
CG1561	1,88154	0,00015
CapaR	1,88004	0,00495
CG3907	1,87894	5,00E-05
IM4	1,87768	5,00E-05
GstE14	1,87615	0,00035
Wnt6	1,86991	0,00075
CG9743	1,86748	5,00E-05
Jon74E	1,86624	5,00E-05
CG30195	1,86589	0,01965
Drsl5	1,86404	5,00E-05
CG42340	1,8627	0,00065
CG34054	1,86219	0,00375
CG40485	1,86113	5,00E-05
Pal2	1,86079	5,00E-05
CG9676	1,86023	5,00E-05
l(3)neo38	1,85974	5,00E-05
CG34212	1,85944	5,00E-05
betaTub60D	1,85828	5,00E-05
CG33939	1,85781	0,01375
Mal-A7	1,85705	0,00055
CG7759	1,8534	0,0007
CG11658	1,85204	5,00E-05
NnaD	1,8514	0,00085
CG9674	1,85127	5,00E-05
CG17636	1,85014	5,00E-05
CG18675,tipE	1,84997	0,02005
IM1	1,849	0,0008
sls	1,84873	5,00E-05
CG17265	1,84871	5,00E-05
Amy-p	1,84833	5,00E-05
Irk2	1,84813	5,00E-05
GABA-B-R3	1,84805	5,00E-05
Peritrophin-A	1,84773	0,0107
CG5506	1,84491	5,00E-05
CG12974	1,84457	5,00E-05
Oatp33Eb	1,84444	5,00E-05
Ag5r	1,84137	5,00E-05
CR45015	1,83978	0,00185
CG8329	1,8393	0,02295
CG3088	1,83867	5,00E-05
CR43870	1,83704	0,0084
CG34026	1,83647	0,003
CG11835	1,83623	5,00E-05
CG11426	1,83602	0,00015
CG2641	1,83537	0,0007
CG17855	1,83056	0,0016
mthl15	1,83026	0,00215
wdp	1,82837	5,00E-05
CG9702	1,82767	0,0001
b	1,82723	5,00E-05
CG6083	1,82641	0,00115
CG6656	1,82438	5,00E-05
NimC1	1,82353	0,00545
Muc68D	1,82262	5,00E-05
CG9568	1,8225	0,0001
Vdup1	1,82187	5,00E-05
CG10970,CG44325	1,82152	5,00E-05
CG34203	1,82146	0,01125
CG11044	1,82014	5,00E-05
Yp1	1,81722	5,00E-05
CR45180	1,81404	0,0198
CG5022	1,81375	5,00E-05
CG12014	1,81154	0,004
CG16978	1,81104	0,0008
CG12963	1,80772	0,0001
Oatp58Dc	1,8074	5,00E-05
TpnC73F	1,80641	5,00E-05
CG33267	1,80506	0,0095
CLIP-190	1,8024	5,00E-05
CG34288	1,80216	0,0193
CG14590	1,79764	0,0025
GluRIID,GluRIIE	1,7972	0,0025
Mco1	1,79613	0,0006
Kal1	1,79183	0,0163
CG43729	1,79156	5,00E-05
AcCoAS	1,78791	5,00E-05
Cyp6a23	1,78757	5,00E-05
CR44442	1,78696	0,0212
CG43062	1,7859	0,00515
mGluR	1,78491	0,00015
CG30099,CG30324	1,78062	0,009
Nmdmc	1,78017	5,00E-05
CG5167	1,77919	5,00E-05
Buffy	1,77914	0,00025
CG3097	1,77584	0,00065
CG11453	1,7758	0,0024
CG5697	1,77216	0,00055
ckn	1,77139	5,00E-05
CG31436	1,77111	0,0012
geko	1,7699	0,00295
CG31100	1,76797	0,00015
IM14	1,76784	0,00015
CG32170	1,76687	0,0211
CG9170	1,76585	5,00E-05
CG12880	1,76349	0,0054
CHKov2	1,76287	0,0004
GstE4	1,76207	0,01525
Strn-Mlck	1,76171	5,00E-05
CR43787	1,75861	5,00E-05
CR45251	1,756	0,02325
Zasp52	1,75504	5,00E-05
E5	1,75277	0,0034
CG12194	1,75034	5,00E-05
Hayan	1,74842	0,00105
CG10713	1,74697	0,0015
kay	1,74559	5,00E-05
CG12338	1,74407	5,00E-05
CR31781	1,74018	5,00E-05
a10	1,73769	0,00175
Cpr62Ba	1,73598	0,0204
CG6405	1,73417	0,01685
CG7497	1,73375	0,0006
CG9782	1,73292	0,01505
nau	1,73278	0,007
Jon25Bii	1,73024	0,02115
CG7365	1,72936	0,00015
Cyp28d2	1,72714	0,00025
PGRP-LA	1,72505	0,0003
CG11378	1,72453	0,00025
Reg-5	1,72432	5,00E-05
LysP	1,72337	0,00025
CG9134	1,72331	0,0206
fa2h	1,72273	0,01345
CG17572	1,72085	0,0042
Wnt2	1,71915	0,0029
ine	1,7173	5,00E-05
inv	1,71573	0,00345
Uhg2,snoRNA:Me18S-A1576	1,7147	0,0001
CG4783	1,71449	0,0057
CG11052	1,71372	0,01045
FMRFaR	1,7118	0,0011
Sid	1,71161	0,0201
CG13077	1,71057	0,00015
GNBP3	1,70829	5,00E-05
CG7402	1,70536	0,0019
Desi	1,70141	0,02245
CG14195	1,701	0,00085
CG31999	1,6996	5,00E-05
blow	1,69737	0,0051
PGRP-SA	1,69537	0,00265
CAP,CG12910	1,69417	5,00E-05
CG8483	1,68974	0,01125
CrebA	1,68747	5,00E-05
Unc-89	1,68685	5,00E-05
CG45105	1,68642	0,00025
Yp3	1,68612	5,00E-05
CG17278	1,68249	5,00E-05
Pdh	1,68182	5,00E-05
Cht8	1,68128	5,00E-05
Hsc70-1	1,68077	5,00E-05
CG30197	1,68053	5,00E-05
CG13124	1,678	5,00E-05
Cpr47Ef	1,67743	0,00045
CG6845	1,67628	5,00E-05
CG7201	1,67255	0,00335
hid	1,67176	0,00025
CR45894	1,66927	0,00975
exex	1,6692	0,01485
BG642312	1,66868	0,01
CG9452	1,66601	0,0044
CG18577	1,6657	0,02455
nub	1,66255	0,0024
Damm	1,6588	0,0007
Trissin	1,65825	0,0014
bt	1,6544	5,00E-05
CG13856	1,64111	0,0021
CG15247	1,63931	5,00E-05
CR43458	1,63642	0,01045
MtnD	1,63462	0,00025
lcs	1,63274	5,00E-05
CR43470	1,63263	0,01695
CG31522	1,62869	5,00E-05
CG9572	1,62051	5,00E-05
CG14445	1,61756	0,0004
mthl4	1,61523	0,0003
CG30424	1,61475	0,00235
Pkcdelta	1,6138	5,00E-05
CG15611	1,61341	5,00E-05
CG5399	1,61002	5,00E-05
pgant4	1,60947	0,00015
Obp8a	1,60561	0,02415
etaTry	1,60309	0,00395
caix	1,60291	0,00015
Tsp42Eh	1,60288	0,00025
wbl	1,59863	0,0065
CG10737	1,59356	5,00E-05
Ten-a	1,58881	0,0017
CG6733	1,58787	0,0242
CG7236	1,58587	0,0047
JhI-26	1,58333	0,01045
CR46064	1,58101	5,00E-05
mia	1,58039	0,00925
Cpr57A,Obp57d	1,57733	0,00015
pan	1,57652	5,00E-05
PH4alphaPV	1,57608	0,00755
Gr98a	1,57194	0,00015
CG15065	1,56677	0,013
CG14109	1,56604	5,00E-05
Myo61F	1,56549	5,00E-05
modSP	1,56404	5,00E-05
CG5966	1,56395	5,00E-05
CG33521	1,56123	5,00E-05
GNBP-like3	1,56003	0,00385
Smyd4	1,55995	0,01025
Zip89B	1,55698	0,002
CG31373	1,55595	5,00E-05
beta-Spec	1,55303	5,00E-05
hh	1,55236	0,01095
Tsp42Ed	1,55234	5,00E-05
CG14880	1,54911	0,00075
Epac	1,54721	5,00E-05
bou	1,54359	0,006
ph-p	1,53938	5,00E-05
tmod	1,53364	5,00E-05
btsz	1,531	5,00E-05
CG15422	1,52899	0,0007
epsilonTry	1,52804	5,00E-05
CG45080	1,52406	5,00E-05
CR43459	1,52376	0,00495
CG33062	1,52334	0,02355
CG15117	1,52077	0,00065
CG12825	1,52029	5,00E-05
Snoo	1,51921	5,00E-05
CG8369	1,51802	5,00E-05
CG16710	1,51583	0,011
Cyp12a4	1,51428	5,00E-05
kek1	1,51203	5,00E-05
CG33346	1,5107	0,0005
CG34198	1,51034	0,01045
CG5955	1,50947	0,0011
CG11672	1,5069	5,00E-05
RhoGAP16F	1,50588	5,00E-05
Uhg8	1,50357	0,0272
CG34324	1,50241	5,00E-05
CG40470	1,50235	0,0011
mex1	1,50081	0,0026
CG30269	1,499	0,0001
CG5281	1,49736	0,00095
swi2	1,49714	0,0297
MFS14	1,49582	5,00E-05
CG12991,CG12992	1,49486	5,00E-05
CG5023	1,49466	5,00E-05
CG17005	1,49446	0,00015
LpR1	1,49443	5,00E-05
RhoL	1,49437	5,00E-05
Npc1a	1,49194	5,00E-05
CR44042	1,49097	0,0135
Ect4	1,4872	5,00E-05
CG31189	1,48573	0,0231
MP1	1,48499	0,00095
CG3835	1,47989	5,00E-05
Cht5	1,47988	0,01845
CG5390	1,47931	5,00E-05
Ziz	1,47883	5,00E-05
CG43897	1,47837	5,00E-05
msl-2	1,47655	0,0018
CG18480	1,47616	0,00165
CG30080,CG42662	1,47578	0,0188
Srpk79D	1,47499	5,00E-05
CG2010	1,47244	0,00035
Spn88Eb	1,47219	0,0022
AOX1	1,47138	5,00E-05
alphaTry	1,47117	5,00E-05
CG18136	1,47045	0,0056
CG13631	1,47013	5,00E-05
ACXD	1,46948	0,00115
GLS	1,46945	5,00E-05
CG13306	1,46772	0,02215
CG13704	1,4647	0,0001
Bace	1,46454	5,00E-05
Yp2	1,46364	5,00E-05
Ets96B	1,46288	0,0114
CG2225	1,46278	5,00E-05
TwdlG	1,46229	0,00905
CG13659	1,46139	0,01375
CG5011	1,46044	0,0005
E(spl)mbeta-HLH	1,45899	0,0015
CG4839	1,45735	0,0018
zen	1,4554	0,0114
Proc-R	1,45333	5,00E-05
Pex6	1,44767	5,00E-05
CG7272	1,44569	0,0013
CG30271,CG30274,CG42284	1,44401	0,01185
CG13012	1,44384	0,00425
CG5987	1,44251	0,0057
CG14314	1,44087	0,00165
CG31467	1,43607	0,01135
CG43427	1,4315	5,00E-05
Sp212	1,42858	0,00185
Swim	1,42609	0,00435
CG13117	1,42546	0,00245
CG34232	1,42034	0,004
CG13384	1,41695	5,00E-05
Cals	1,41486	5,00E-05
CG14142	1,41386	0,0046
CG34376	1,39936	0,01075
CG11275	1,39925	0,00085
CG14949	1,39919	0,0002
HP1D3csd,Mec2	1,39902	5,00E-05
hdly	1,39827	5,00E-05
CG43689	1,39823	0,0006
Cpr72Ec	1,39564	5,00E-05
CG9815	1,39475	0,01245
Ih	1,39159	5,00E-05
vig	1,38807	5,00E-05
CG12075	1,38305	0,00045
CG5254	1,38253	0,02215
CG13947	1,3803	5,00E-05
GstE5	1,37733	0,01175
Mal-A1	1,37525	5,00E-05
CG14131	1,37503	0,0175
r	1,37485	5,00E-05
Nc73EF	1,37476	5,00E-05
Mlp60A	1,37326	5,00E-05
CG14441	1,3668	5,00E-05
lbm	1,36504	0,0048
Wbp2	1,3625	5,00E-05
CG18748	1,35887	0,02725
Hil	1,35422	0,00015
niki	1,35404	0,00865
betaTry	1,35302	5,00E-05
Adk1,CG5626	1,3511	5,00E-05
sob	1,35073	0,01895
Atg8a	1,34966	5,00E-05
CG43308,qsm	1,34815	0,0016
Ude	1,34553	0,00035
pyd3	1,34487	5,00E-05
sals	1,33825	5,00E-05
CG2017	1,336	5,00E-05
GstO3	1,33382	5,00E-05
CG12065	1,33252	5,00E-05
Adgf-A,Adgf-A2	1,32997	5,00E-05
Dic1	1,32924	5,00E-05
CG6424	1,32596	5,00E-05
Lpin,kermit	1,32291	5,00E-05
CG14968	1,32286	0,0062
CG13895	1,32258	5,00E-05
Dad	1,32257	5,00E-05
CG8834	1,32103	0,00275
GNBP1	1,31994	0,0021
Pde9	1,31931	0,00135
CG44142	1,31906	0,0256
Nrg	1,31787	5,00E-05
unpg	1,31478	0,0245
Sclp	1,3136	5,00E-05
CG33144	1,31262	5,00E-05
CG12768	1,31232	0,0072
CG14777,CG14778	1,31221	5,00E-05
CG32809	1,31207	5,00E-05
Obp56a	1,31195	5,00E-05
Cirl	1,30983	5,00E-05
CG9286	1,30868	5,00E-05
Sap47	1,30768	5,00E-05
pdm2	1,30682	0,0273
CG10383	1,3029	5,00E-05
CG42568	1,30281	0,0002
CG4781	1,29998	0,00345
Decay	1,29254	5,00E-05
CG1678	1,29228	5,00E-05
CG34176	1,28689	0,01585
CG4619	1,28548	0,00075
CG7720	1,28502	5,00E-05
CG13321	1,27871	5,00E-05
Vps13	1,27768	5,00E-05
bbg	1,27619	5,00E-05
Khc-73	1,27381	5,00E-05
gem	1,27374	5,00E-05
CR44996	1,27061	0,0197
Send1	1,26892	0,002
CG8086	1,26526	5,00E-05
CG5621	1,26469	0,0002
CG1674	1,26352	5,00E-05
CG11388	1,26245	0,0001
sqa	1,26243	5,00E-05
CG7322	1,25717	5,00E-05
CG12038	1,25686	0,00635
CG32486	1,2559	5,00E-05
Jon65Aiii	1,25478	5,00E-05
CG44013,CG44014	1,25172	0,00215
cwo	1,25017	5,00E-05
CR44690	1,25009	0,0002
CG4377	1,2499	0,0047
l(2)01289	1,24794	5,00E-05
aos	1,2441	0,0236
sinu	1,24071	0,0001
bol	1,24045	5,00E-05
CG30046	1,23928	5,00E-05
CG40178	1,23378	5,00E-05
CG8147	1,2305	0,00285
Idgf3	1,22984	5,00E-05
CG3906	1,22962	5,00E-05
grk	1,22441	0,02585
Kank	1,22373	5,00E-05
CG5646	1,21476	0,00015
CG11160	1,21276	0,00155
Myo10A	1,2112	0,0006
CG6912	1,21066	5,00E-05
CG1698	1,2094	0,0201
Pat1	1,2067	5,00E-05
alpha-Est10	1,20642	0,0017
chico	1,20611	5,00E-05
GstE12	1,19996	5,00E-05
CG44250,CG44251	1,19779	0,0001
Sobp	1,19709	0,0001
CG33229	1,1946	5,00E-05
Ent2	1,19255	5,00E-05
AnxB9	1,19141	5,00E-05
Kah	1,19129	0,0004
CG9886	1,18867	0,00095
CG7567	1,18845	0,01165
CG10082	1,18806	5,00E-05
Pu	1,18681	5,00E-05
CG14606	1,18398	0,00405
kst	1,18073	5,00E-05
CG14292	1,1806	5,00E-05
kappaTry	1,1776	0,0051
Eip75B	1,17546	5,00E-05
CG31705	1,17102	5,00E-05
CG32121	1,16703	0,00095
CG17684	1,16491	0,0093
clumsy	1,15732	0,00025
Cpr62Bb	1,15337	0,0054
CG10877	1,15027	0,01475
CG8620	1,14782	0,0055
CG8768	1,14518	0,02195
Samuel	1,1428	5,00E-05
CG4239	1,14274	5,00E-05
Elp2	1,14252	0,0007
CG11791	1,14248	5,00E-05
CG6607	1,14144	0,00055
Picot	1,14125	5,00E-05
fbp	1,12933	5,00E-05
CG14655	1,12772	0,00075
MESR3	1,12336	5,00E-05
CG9640	1,12261	0,0054
CG9527	1,12198	5,00E-05
GstD2	1,11474	0,0125
RpL10Ab	1,11343	5,00E-05
CG17816	1,11274	5,00E-05
RpS2	1,11025	5,00E-05
CG15347	1,10085	5,00E-05
Asator	1,10058	5,00E-05
Uhg5	1,09943	0,00075
CG13510,CG13511,CG42565	1,09488	5,00E-05
rhea	1,09418	5,00E-05
CG17110,CG6726	1,09411	5,00E-05
CG12769	1,09218	0,0007
kcc	1,09201	5,00E-05
Mal-B2	1,09182	0,0001
Exn	1,09035	5,00E-05
Drs	1,0899	5,00E-05
CG14696	1,08927	0,02115
CG17239	1,08897	0,00965
RpLP0	1,08868	5,00E-05
CR45130	1,08625	0,0043
cbt	1,08534	5,00E-05
CG43921	1,06984	5,00E-05
Pax	1,06495	0,0011
bab1	1,06495	0,02375
DIP1	1,06438	5,00E-05
CG4434,pnt	1,06366	0,00035
SERCA	1,06276	5,00E-05
tty	1,06229	0,0001
CG5538,Desat1	1,06187	5,00E-05
CG7443	1,05528	5,00E-05
Ac13E	1,05431	0,0009
CG12177	1,05365	0,00025
Cyp6a13	1,05012	0,0027
Cpr49Ae	1,04461	0,0229
egr	1,04414	0,0015
CG14757	1,04147	0,0065
Traf-like	1,04087	0,01155
Rbp1-like	1,0358	5,00E-05
CG9312	1,03554	0,0157
Dhc93AB	1,0321	0,0033
CG5273	1,0313	5,00E-05
IP3K2	1,03069	5,00E-05
CG13091	1,03021	0,0128
