gene_name	log2(fold_change)	p_value
Rcd2	1,93506	5,00E-05
AQP	1,93442	5,00E-05
CheA87a	1,93326	0,00055
CG31808	1,93318	5,00E-05
DOR	1,933	5,00E-05
vri	1,93271	5,00E-05
Dh31-R	1,93186	5,00E-05
CG9813	1,9315	5,00E-05
CG9733	1,93075	0,0068
CG32633	1,9302	5,00E-05
CR43641	1,92973	0,03265
CG42335	1,92925	0,0001
CG9498	1,92829	5,00E-05
dsx	1,92793	0,03245
Gr28b	1,92788	0,00805
CG12824	1,92678	0,00045
noe	1,92677	0,01825
CG5909	1,92526	0,0005
ci	1,92523	5,00E-05
MtnA	1,92493	5,00E-05
b	1,92449	5,00E-05
DIP-epsilon	1,92435	0,01175
CR44283	1,9237	0,0163
CG13658	1,92348	0,00035
Xrp1	1,92341	5,00E-05
Cyp313a1	1,92303	0,01165
CG14854	1,9225	0,0029
pb	1,92154	0,0024
Cyp313a4	1,92021	0,0054
CG9416	1,91912	5,00E-05
mtg	1,918	0,0001
cora	1,91737	5,00E-05
Argk	1,91732	5,00E-05
if	1,91623	5,00E-05
CG12655	1,91558	0,0025
MFS14	1,91549	5,00E-05
h	1,914	5,00E-05
LManII	1,91389	5,00E-05
CG10737	1,91249	5,00E-05
Mal-A6	1,91235	5,00E-05
CG11407	1,91085	5,00E-05
CG5697	1,90995	5,00E-05
CG6847	1,9098	0,00025
Lsd-1	1,9093	5,00E-05
CG3907	1,90911	5,00E-05
CG10550	1,9072	5,00E-05
CG16978	1,90713	5,00E-05
gammaSnap2	1,90699	0,00575
CG7900	1,90629	5,00E-05
CG9413	1,90615	5,00E-05
EbpIII	1,90498	5,00E-05
CG12581	1,9048	5,00E-05
Awh	1,90212	0,00335
CG32170	1,9008	0,01245
CG9780	1,90034	0,00125
CG9674	1,90029	5,00E-05
Glut4EF	1,89873	0,00185
MRE23	1,89787	0,0006
Eip74EF	1,89781	5,00E-05
tw	1,89649	0,00845
CG8008	1,89511	5,00E-05
CG34120	1,89486	5,00E-05
CG18577	1,89479	0,0084
CG9717	1,89212	5,00E-05
CG12338	1,89209	0,0004
Esp	1,89181	5,00E-05
corn	1,89162	5,00E-05
Orct	1,89148	5,00E-05
CG42697,GEFmeso	1,89049	5,00E-05
CheA75a	1,8903	5,00E-05
unc-4	1,88994	0,0141
CR45473	1,88962	0,00085
Lrt	1,88956	0,0014
atilla	1,88925	0,02445
CG32091	1,88889	5,00E-05
CR43787	1,88867	5,00E-05
Cyp305a1	1,88701	5,00E-05
CG5059	1,88667	5,00E-05
tld	1,88512	0,00105
Zip89B	1,88465	5,00E-05
CG13506	1,88418	5,00E-05
robo1	1,88238	5,00E-05
nrv2	1,88234	5,00E-05
CG31207	1,87977	5,00E-05
grass	1,87937	5,00E-05
CG5150	1,87899	0,0005
MtnC	1,87607	5,00E-05
St3	1,87605	0,0084
sim	1,8754	5,00E-05
twit	1,87473	0,00035
List	1,87051	0,0001
Fie	1,87046	0,00215
Kif19A	1,86884	0,0038
Acp53C14c,CG42392,unc-104	1,86809	5,00E-05
Mgat2	1,86807	5,00E-05
Ance-4	1,86448	0,0009
CG7272	1,86392	0,00045
sosie	1,86374	0,00025
CG31997	1,86357	5,00E-05
RIC-3	1,86235	5,00E-05
CG11345	1,86209	0,0294
CG14142	1,86203	0,0012
CG31103	1,86145	5,00E-05
Cpr65Au	1,86066	5,00E-05
Whamy	1,85635	5,00E-05
CG14687	1,85608	5,00E-05
GV1	1,85576	5,00E-05
CG14526	1,85547	0,007
CG18754,SPE	1,85402	5,00E-05
CG12730	1,85352	5,00E-05
CG17325,CG42305	1,8534	5,00E-05
CG14445	1,8517	5,00E-05
Cpr47Ef	1,85081	0,0001
bowl	1,84951	5,00E-05
pxb	1,84925	0,00325
CG42846	1,84755	0,0007
wb	1,84725	5,00E-05
CCHa2	1,84602	5,00E-05
Pex6	1,84526	5,00E-05
qvr	1,84505	5,00E-05
Tsp42Ed	1,84488	5,00E-05
CG31086,CG31323	1,84018	0,00865
CG3097	1,83968	0,00195
TpnC25D	1,83786	5,00E-05
CG30069	1,83758	5,00E-05
CG10253	1,8367	5,00E-05
Traf4	1,83654	0,0003
Cyp6a16	1,83599	0,01385
Ac78C	1,83564	5,00E-05
CheA84a	1,83553	0,00595
Spn88Eb	1,83479	5,00E-05
CG5367	1,83424	0,0105
GstE2	1,83404	0,00135
CG10947	1,83335	5,00E-05
Act87E	1,83268	5,00E-05
DIP-beta	1,83148	0,0011
GstD5	1,83119	0,0046
beat-VII	1,83087	5,00E-05
dve	1,83069	5,00E-05
Phae1	1,83049	5,00E-05
CG6231	1,82991	5,00E-05
tai	1,82948	5,00E-05
GstZ2	1,82796	0,0004
CG15556	1,82777	5,00E-05
CG32599	1,82698	0,001
CR43470	1,82683	0,0004
CG33346	1,82601	5,00E-05
ara	1,82552	0,00085
metro	1,82548	0,0007
CG5958	1,82289	5,00E-05
spz3	1,82233	0,0058
PK1-R	1,82192	0,00135
CG42340	1,8213	0,0008
CG30154	1,82108	0,00445
GstO3	1,81883	5,00E-05
CG11073	1,8184	5,00E-05
CG34398	1,81762	5,00E-05
CG15152	1,81739	5,00E-05
CR43943	1,81555	0,0134
CG4306	1,81456	0,0093
CG33978	1,8129	5,00E-05
Mco1	1,81271	5,00E-05
CR45343	1,81109	0,00565
CG43114	1,81014	0,00875
CG31145	1,80967	5,00E-05
yellow-e	1,80922	0,00135
CG5375	1,8089	0,001
ems	1,80777	0,00215
NT5E-2	1,80753	5,00E-05
CG14259	1,80748	0,0002
CG44247	1,80705	0,0092
CG31157	1,80683	0,0059
CG11155	1,80615	5,00E-05
CG31431	1,80524	0,0001
dnr1	1,80504	5,00E-05
CG4020	1,80442	5,00E-05
Tsp	1,80436	5,00E-05
CG9760	1,80397	0,0068
Fatp	1,80236	5,00E-05
p130CAS	1,80159	5,00E-05
CG5167	1,80158	5,00E-05
CG32984	1,80124	0,0006
tau	1,80065	5,00E-05
stj	1,79977	5,00E-05
mex1	1,79957	0,0001
Snoo	1,79928	5,00E-05
CG34375	1,79847	0,00375
CR44441	1,79805	0,0178
Shroom	1,79788	5,00E-05
CLIP-190	1,79779	5,00E-05
Best2	1,79556	5,00E-05
CG9090	1,79528	5,00E-05
CG4000	1,794	5,00E-05
lft	1,79286	5,00E-05
D	1,79261	0,0014
CG3823	1,79161	5,00E-05
CG14984	1,79027	5,00E-05
Nc73EF	1,7899	5,00E-05
CG32944	1,78925	0,00025
CG9664	1,78919	5,00E-05
CG13794	1,78707	0,00025
egr	1,78672	5,00E-05
CG13606	1,78624	0,00185
ETHR	1,78597	0,00605
wupA	1,78512	5,00E-05
CG15186	1,785	5,00E-05
comm2	1,78464	0,00025
bnl	1,78443	0,00015
CG30411	1,78435	0,0081
byn	1,78377	0,0005
nompB	1,78374	0,0052
Listericin	1,7834	5,00E-05
Zasp66	1,78339	5,00E-05
gce	1,78271	5,00E-05
TotA	1,78171	0,0006
CG6071	1,78156	0,0042
CG11425	1,78124	0,00265
CR46082	1,78087	0,00985
CG6429,CG6435	1,78073	0,00045
CG10508	1,77994	0,0039
MRE16	1,77938	0,02105
CG12991,CG12992	1,77793	5,00E-05
GABA-B-R3	1,77739	5,00E-05
stv	1,77687	5,00E-05
CG34454	1,77644	0,0017
CG15711	1,77615	0,00355
Liprin-gamma	1,77399	5,00E-05
Dll	1,77391	5,00E-05
l(3)neo38	1,77118	5,00E-05
CG11835	1,76992	5,00E-05
Tsp42Er	1,76983	0,0002
CG13285	1,76971	0,001
Picot	1,76809	5,00E-05
CrebA	1,7674	5,00E-05
CG16898	1,76725	5,00E-05
CG13796	1,76697	5,00E-05
CG10026	1,76675	0,0005
Phk-3	1,76648	0,0073
CG12493	1,76517	0,01455
kek4	1,76504	0,0026
Hsp68	1,76456	0,0009
Drip	1,76265	5,00E-05
PK2-R2	1,76217	0,00235
CheB38c	1,76046	0,00235
CG14401	1,76015	0,0114
epsilonTry	1,75994	5,00E-05
dpr7	1,75944	0,0001
CG11893	1,75811	0,01195
bib	1,7579	0,00345
CG8369	1,75759	5,00E-05
Dh44-R2	1,75644	0,0085
CG10660	1,75531	5,00E-05
CG13937	1,75511	5,00E-05
CG30099,CG30324	1,75448	0,00145
CG6484	1,75417	5,00E-05
CG44008	1,75384	0,00165
CG13793	1,75377	0,0063
Abd-B	1,75357	5,00E-05
CG14606	1,75332	5,00E-05
CG3191	1,7524	5,00E-05
CR46089	1,75165	0,0133
CG1544	1,75165	0,00025
Inx3	1,75165	0,02625
CG32280	1,75124	0,0035
CG17111	1,75055	0,0033
CG6290	1,74951	0,0062
CG18622	1,74922	0,0003
CG33966	1,74904	0,0023
Obp56g	1,74596	5,00E-05
Atet	1,74331	5,00E-05
CG11226	1,74293	0,0132
CG17190	1,74273	0,0027
ec	1,74252	0,0034
CG33301	1,74172	5,00E-05
CG13894	1,74094	0,0059
CR44960	1,74036	0,0013
SP2353	1,74011	5,00E-05
Obp57a,Obp57b,Obp57c	1,74011	5,00E-05
tsl	1,73971	5,00E-05
CG15649	1,73889	0,01545
CG14880	1,7387	0,0001
Unc-115a,Unc-115b	1,73862	5,00E-05
yellow-d	1,73812	0,0006
CG31189	1,73779	0,007
Mal-A1	1,73774	5,00E-05
Npc1b	1,73742	0,0031
srp	1,73584	5,00E-05
pio	1,73538	5,00E-05
CG43349	1,73535	5,00E-05
eag	1,7349	5,00E-05
CapaR	1,73431	0,00035
CR31451	1,7324	5,00E-05
kni	1,73215	0,00035
GstE9	1,73078	0,01065
Oscillin	1,72883	5,00E-05
CG31705	1,72824	5,00E-05
CG6055	1,72765	0,0049
Nlg1	1,72715	5,00E-05
CG31087	1,7265	0,00035
CG6421	1,72643	5,00E-05
Atf3	1,72438	5,00E-05
CG12880	1,72434	0,00415
CG10621	1,72405	0,0001
CG13215	1,72352	0,0169
ssp6	1,72291	0,0012
Kal1	1,72229	0,02675
Ppa	1,72163	5,00E-05
Cpr57A,Obp57d	1,71947	5,00E-05
CG12119	1,71785	5,00E-05
Ziz	1,71721	5,00E-05
CG9815	1,71703	0,00225
CG6337	1,717	5,00E-05
SerT	1,71646	0,00015
CG30345	1,7162	5,00E-05
CG30080,CG42662	1,71444	0,02035
CG7378	1,71172	5,00E-05
CG14131	1,7115	0,01215
CG9628	1,70987	0,0132
Ect4	1,70958	5,00E-05
CG16826	1,70863	5,00E-05
CG31205	1,70835	0,0003
Pdf	1,7081	0,0003
Vha36-3	1,70783	5,00E-05
Fbxl7	1,70778	0,00125
CG2709	1,70738	0,0275
PGRP-SA	1,7067	0,0003
ph-p	1,7067	5,00E-05
CG31522	1,70618	5,00E-05
hgo	1,7055	5,00E-05
CG32006	1,70524	0,0264
Spn28Dc	1,70418	5,00E-05
lbm	1,70361	0,0002
CR43650	1,70206	0,0004
CG43402	1,70173	0,0022
CG31869	1,70142	5,00E-05
CG32137	1,7014	5,00E-05
CG7675	1,70122	5,00E-05
CG13255	1,70102	0,0015
CR32636	1,701	0,022
Orct2	1,6998	0,0002
CR45973	1,6994	0,02075
CG40498	1,69879	5,00E-05
CG18258	1,69827	0,0021
CG12768	1,69813	0,0004
CG43112	1,69789	0,00015
PGRP-LA	1,69735	5,00E-05
Nrg	1,69705	5,00E-05
CG43102	1,69438	5,00E-05
CG14277	1,69165	5,00E-05
Sp212	1,69104	5,00E-05
CG5597	1,68966	5,00E-05
Hsc70-2	1,68949	0,00355
alpha-catenin-related	1,68782	5,00E-05
LpR1	1,68702	5,00E-05
CR31781	1,6844	5,00E-05
CG31826	1,6809	0,02285
Ac76E	1,68067	5,00E-05
PsGEF	1,67968	5,00E-05
CG13707	1,67883	0,00155
CG32982	1,67759	5,00E-05
Uhg1	1,67709	0,0069
GstE1	1,67671	0,00625
JhI-26	1,6766	0,0045
Idgf3	1,67533	5,00E-05
otk	1,67421	0,00295
Faa	1,67287	0,00015
Rcd6	1,67272	0,02375
CG5001	1,67199	5,00E-05
tsh	1,67186	5,00E-05
CG13321	1,67151	5,00E-05
Eip75B	1,67137	5,00E-05
CG2070	1,67123	0,00505
CG12158	1,6693	5,00E-05
CG17265	1,66815	5,00E-05
CG9336	1,66805	5,00E-05
CG15044	1,66724	0,0015
CG42319	1,66656	5,00E-05
dsb	1,66629	5,00E-05
CG14823	1,66443	0,00355
CG18507	1,66423	5,00E-05
CG13124	1,66394	5,00E-05
CG14356	1,66209	0,00495
Orcokinin	1,66152	5,00E-05
CG31104	1,66091	0,0007
tim	1,66042	5,00E-05
CG4297	1,66032	5,00E-05
caix	1,66007	5,00E-05
CG14291	1,65838	0,00265
CG1299	1,65746	5,00E-05
CG14661	1,65746	5,00E-05
CG11453	1,65737	0,00055
CG9098	1,65654	0,0003
Act79B	1,65592	5,00E-05
Gbp	1,65483	0,0002
rau	1,65281	5,00E-05
CG12065	1,65247	5,00E-05
CG7720	1,64895	5,00E-05
CG3625	1,64875	5,00E-05
gem	1,64622	5,00E-05
CngB	1,64593	0,02765
Zasp52	1,64266	5,00E-05
CG14298	1,64211	0,0068
CG43427	1,64129	5,00E-05
CR45525	1,64102	0,0173
CG8854	1,64014	0,0046
CG31659,NLaz	1,63796	5,00E-05
hoe2	1,63774	0,00015
CG12071	1,63756	5,00E-05
IP3K2	1,63722	5,00E-05
CG3036	1,63688	5,00E-05
CG10311	1,63677	0,0017
cv	1,63216	0,0001
CR44850	1,63126	0,00455
CRMP	1,62952	5,00E-05
tx	1,62941	0,0003
CG10262	1,62847	0,01345
amd	1,62841	0,00665
RyR	1,62806	5,00E-05
CG43693	1,62777	5,00E-05
CG17560	1,62735	5,00E-05
CG10592	1,6258	0,0015
CG34227	1,62532	0,00015
CR32582	1,62408	0,01555
Adk1,CG5626	1,62404	5,00E-05
niki	1,62335	0,00465
CG13965	1,62325	0,03265
Ude	1,62286	5,00E-05
Rbp4	1,62253	0,0084
Ets21C	1,62123	0,0215
Jheh1	1,62083	5,00E-05
ine	1,62052	5,00E-05
CG15784	1,61981	5,00E-05
laza	1,61841	5,00E-05
CR44690	1,61819	5,00E-05
dysf	1,61789	0,0016
Gpb5	1,6166	0,00125
Cyp6a14	1,61516	0,0031
CG33178	1,61409	0,02485
CG5177	1,61381	0,0002
CG14441	1,61344	5,00E-05
Atg18b	1,6131	0,0061
bchs	1,61267	5,00E-05
CG18480	1,60978	5,00E-05
CG15347	1,6097	5,00E-05
Fcp3C	1,60968	0,021
CG17843	1,60886	0,00435
CG15414	1,60832	0,0042
CG17855	1,60813	0,00045
CG7366	1,60808	0,02225
CG14830	1,6064	0,0021
serp	1,6046	0,00115
GNBP3	1,60378	5,00E-05
CG10625	1,60241	0,0002
mbl	1,60225	5,00E-05
Cad99C	1,60184	0,0262
Piezo	1,60072	5,00E-05
CG12512	1,59859	5,00E-05
nau	1,59772	0,01055
Gbeta5	1,59664	0,0002
CG2765	1,5945	5,00E-05
CG18304	1,59386	5,00E-05
CG34215	1,59339	0,0086
net	1,59214	0,00165
Ir68a	1,5906	0,00965
Pat1	1,58991	5,00E-05
sda	1,58926	5,00E-05
MP1	1,58919	0,0012
CG16704	1,58905	0,0086
CHKov2	1,58857	0,0001
CG4461	1,58704	5,00E-05
Sid	1,58652	0,0091
Cys	1,58603	5,00E-05
Sox15	1,58576	0,0025
Cyp311a1	1,58433	5,00E-05
GstE3	1,5843	5,00E-05
drm	1,58386	5,00E-05
GstE12	1,58327	5,00E-05
Dic1	1,57996	5,00E-05
CG32647	1,57914	0,00015
Reg-5	1,57896	5,00E-05
p38c	1,57854	0,00355
CG7724	1,57761	0,0036
Sp1	1,5741	5,00E-05
CG7191	1,57285	0,00325
ACXD	1,57186	5,00E-05
CG14022	1,57112	5,00E-05
Thor	1,56583	5,00E-05
AOX1	1,56428	5,00E-05
kay	1,56331	5,00E-05
wit	1,56321	5,00E-05
mthl8	1,56207	5,00E-05
Cpr62Ba	1,56182	0,0179
Wnt6	1,56128	0,00025
MtnE	1,55995	5,00E-05
Sox21b	1,55991	0,0038
ST6Gal	1,55884	0,0024
Kul	1,55769	5,00E-05
nSyb	1,55707	5,00E-05
Ssk	1,55573	0,0008
Obp19b	1,55445	5,00E-05
Pvf2	1,55333	0,02355
CG5804	1,55307	0,0007
CG13404	1,54865	0,027
wdp	1,54681	5,00E-05
CG14457	1,54608	0,00525
CG9297	1,54571	5,00E-05
CG9527	1,54528	5,00E-05
CG31028	1,54406	0,00575
CG3301	1,54371	5,00E-05
CG33109	1,54287	5,00E-05
cv-2	1,54259	5,00E-05
AcCoAS	1,53997	5,00E-05
Reg-2	1,5398	0,00095
CG13458	1,539	0,0072
CG16799	1,53835	5,00E-05
CG42808	1,53782	5,00E-05
TpnC41C	1,53754	5,00E-05
CG43120	1,53707	0,0238
sr	1,53702	0,0006
CG14292	1,53477	5,00E-05
kon	1,53435	5,00E-05
CG8630	1,53429	0,0002
CG31030	1,53322	5,00E-05
ATP8B	1,53293	5,00E-05
CG34325	1,5323	5,00E-05
CG11378	1,531	5,00E-05
5-HT2A	1,53063	5,00E-05
CG44142	1,52823	0,00115
CG13323	1,52636	5,00E-05
MESR3	1,52459	5,00E-05
Obp19d	1,52444	5,00E-05
CG44006	1,52413	0,02315
CG15098	1,52299	5,00E-05
Khc-73	1,52227	5,00E-05
CG34423,CG34424	1,52223	5,00E-05
GNBP1	1,52163	0,00025
Capa	1,51779	5,00E-05
CG6656	1,51537	5,00E-05
sm	1,51471	5,00E-05
CG11400	1,51459	5,00E-05
CG42807	1,51389	5,00E-05
CG5160	1,51288	0,00475
CG17261	1,51201	0,00965
CG15546	1,5115	0,0001
CG40486	1,51076	0,0011
CG13102	1,50909	0,0028
CG18268,CG3014	1,50827	0,0002
CG7589	1,50794	5,00E-05
CG43673	1,50552	5,00E-05
CG33557	1,50513	0,0313
CG18745	1,50306	0,0004
tup	1,50151	0,0009
CG17321	1,50103	0,001
CG31523	1,49987	5,00E-05
CG14968	1,49975	0,0011
uzip	1,49945	5,00E-05
Ent2	1,49935	5,00E-05
PH4alphaPV	1,4984	0,0113
bond	1,49837	5,00E-05
CG7759	1,49562	0,00105
CG18746	1,49257	0,0044
CG31051	1,4909	0,0132
CG13631	1,49083	5,00E-05
CG12766	1,49055	0,00785
CG9119	1,49023	5,00E-05
kdn	1,48951	5,00E-05
CG32115	1,48914	0,00495
CR44053	1,48899	0,0073
CG33144	1,48891	5,00E-05
CG18628	1,48852	5,00E-05
CG43308,qsm	1,48848	0,0033
verm	1,48839	0,00105
CG8646	1,48747	0,01745
CG6225	1,48735	0,0001
CG13704	1,48549	5,00E-05
CG3987	1,48525	0,0163
t	1,48427	5,00E-05
CG11796	1,48328	0,0013
Unc-89	1,48243	5,00E-05
CG13155	1,48187	0,0165
rhea	1,48139	5,00E-05
Gfat1	1,47922	5,00E-05
AnxB9	1,47892	5,00E-05
CG44250,CG44251	1,47871	5,00E-05
Mur29B	1,47729	5,00E-05
CG7322	1,47597	5,00E-05
CG9886	1,47525	0,0002
bbg	1,47504	5,00E-05
CG13318	1,47408	0,00025
CG4213	1,47382	5,00E-05
CG13428	1,47001	5,00E-05
Kank	1,46987	5,00E-05
CanA1	1,46968	5,00E-05
Adgf-A,Adgf-A2	1,46956	5,00E-05
CG18675,tipE	1,46954	0,02765
Wnt2	1,46854	0,00115
Obp8a	1,46727	0,02635
CG10165	1,464	5,00E-05
CG3961	1,46399	5,00E-05
CG2641	1,46268	0,00115
Cals	1,46059	5,00E-05
CAP,CG12910	1,45989	5,00E-05
mwh	1,45973	0,0123
Decay	1,45796	5,00E-05
CG2065	1,45571	0,00015
cwo	1,45563	5,00E-05
CG11044	1,45531	5,00E-05
Oda	1,45499	5,00E-05
CG12825	1,45486	5,00E-05
CG15412	1,45485	5,00E-05
CG15721	1,45465	0,00315
pan	1,45393	5,00E-05
CG8628	1,45311	5,00E-05
aos	1,45297	0,02375
CR45130	1,45172	0,0032
jhamt	1,45128	0,03
CG2225	1,45105	5,00E-05
CG15822	1,45034	5,00E-05
CG43348	1,45005	0,01635
CG14118	1,44966	0,0203
CG9568	1,44854	0,0002
CG34232	1,44831	0,0002
CG17047	1,44827	0,0086
CG4096	1,44579	0,00325
CR44095	1,44535	5,00E-05
Osi14	1,44442	0,00605
CG30269	1,44378	5,00E-05
CG4839	1,44215	5,00E-05
Cadps	1,44191	5,00E-05
CG32815	1,44165	0,02265
CG11658	1,4412	5,00E-05
Jon74E	1,44047	5,00E-05
vig	1,43916	5,00E-05
CG12075	1,43744	0,0001
betaTry	1,4364	5,00E-05
modSP	1,43597	5,00E-05
CG31777	1,43406	0,00555
comt	1,43265	5,00E-05
yuri	1,43261	0,0003
CG12926	1,42905	0,01545
dao	1,42896	0,00035
sls	1,42878	5,00E-05
CG42394	1,42858	5,00E-05
Wbp2	1,42624	5,00E-05
CG6083	1,42408	0,00225
CG4434,pnt	1,42175	5,00E-05
Mfe2	1,41889	5,00E-05
tmod	1,41853	5,00E-05
Zip42C.1	1,41699	0,02675
org-1	1,41646	0,0052
CG18136	1,41623	0,00225
CG13116	1,41519	0,0068
Hil	1,41445	5,00E-05
CG15529	1,41378	0,0011
Hk	1,41185	5,00E-05
RpLP0	1,41065	5,00E-05
CG40472	1,41029	0,00755
odd	1,41022	0,0036
mia	1,4081	0,0182
CG6503	1,40794	5,00E-05
CG14696	1,40532	0,0019
RhoGAP102A	1,40424	5,00E-05
kst	1,40326	5,00E-05
toe	1,40241	0,00195
pgant4	1,40212	5,00E-05
CG30495	1,40199	0,00445
PICK1	1,4013	0,0019
CG31751	1,40119	0,0156
Trissin	1,40006	0,0009
CG11321	1,39988	0,00275
CG5142	1,39898	0,00125
hdly	1,39803	0,0003
CG10911	1,39651	5,00E-05
Spn55B	1,39625	5,00E-05
CG15673	1,39428	0,0097
chinmo	1,39233	0,00085
CG5646	1,39017	5,00E-05
rdhB	1,38985	0,0008
CG5945	1,38957	5,00E-05
RhoL	1,38943	5,00E-05
PGRP-LB	1,38895	0,0158
CG43740	1,38864	0,00025
CG31038	1,38848	5,00E-05
CG2121	1,38688	0,00035
Nep2	1,38503	5,00E-05
Jon65Aiii	1,38375	5,00E-05
Hayan	1,38087	0,00365
unpg	1,38013	0,0026
CG6424	1,37787	5,00E-05
CG5506	1,37733	5,00E-05
etaTry	1,37505	0,0033
Strn-Mlck	1,37453	5,00E-05
Tsp42Ee	1,37342	5,00E-05
E(spl)mbeta-HLH	1,37031	0,0007
blow	1,3687	0,00785
CG32812	1,36819	0,0239
CG45105	1,36771	0,00105
CG5381	1,36627	0,00665
CG43689	1,36566	0,0008
CG40298	1,36549	0,02085
CG9572	1,36506	5,00E-05
CG2010	1,36347	0,0004
CG15263	1,36337	0,0218
CG18327,CG8323	1,36308	5,00E-05
Mlp60A	1,36278	5,00E-05
Ac13E	1,36	0,0009
bab1	1,35937	0,0042
CG34417	1,35906	5,00E-05
CG13877,Kaz1-ORFB	1,35874	0,0109
CG13905	1,35641	5,00E-05
Sh	1,35634	5,00E-05
CG13659	1,35522	0,00295
CG5096,gny	1,35414	5,00E-05
Desi	1,35385	0,0218
mxt	1,35368	5,00E-05
wake	1,3505	5,00E-05
CG4619	1,34677	0,009
RpS5a	1,34663	5,00E-05
Samuel	1,34656	5,00E-05
CG6700	1,34408	0,0225
CG34010	1,34139	0,03145
Lim3	1,34139	0,0043
CG42568	1,34068	0,0001
Tsp42Eh	1,34045	5,00E-05
Sox14	1,33897	0,00015
CG3819	1,33874	0,00905
CG4377	1,33863	0,00075
CR44922	1,33728	0,0001
Npc1a	1,33687	5,00E-05
Uhg2,snoRNA:Me18S-A1576	1,33658	0,0004
Mal-B1	1,33482	0,03125
CG14777,CG14778	1,3345	5,00E-05
RpL10Ab	1,33096	5,00E-05
sd	1,3288	5,00E-05
CG11069	1,32565	0,0059
CG18744	1,32539	0,0089
CG6688	1,32508	0,01
CG12177	1,32429	5,00E-05
Ank2,CG44195	1,32372	0,0092
CG14109	1,32237	5,00E-05
CG30197	1,32075	5,00E-05
CG2017	1,31695	5,00E-05
GstD9	1,31657	5,00E-05
Ih	1,31644	5,00E-05
CG1998	1,31581	0,0009
CG31999	1,31265	5,00E-05
Nmdmc	1,31202	0,02175
Cpr66D	1,31121	0,0028
CR44662	1,30961	0,01885
RluA-1	1,30862	5,00E-05
Alas	1,30834	5,00E-05
Hsc70-1	1,30731	5,00E-05
CG6972	1,30593	5,00E-05
CG31100	1,30564	0,00045
Tsp2A	1,30563	0,0011
PIP5K59B	1,3056	0,00225
pst	1,3054	5,00E-05
DCX-EMAP	1,30501	0,00205
CG34176	1,3044	0,002
MtnB	1,30117	0,00265
dysc	1,30061	5,00E-05
CG5455	1,30008	5,00E-05
Cyp309a1	1,30001	0,0051
Mal-B2	1,29855	0,0003
betaTub60D	1,29608	5,00E-05
ND-39	1,29325	5,00E-05
NfI	1,29228	5,00E-05
Ca-alpha1D	1,28939	5,00E-05
CG5621	1,28856	5,00E-05
GstE14	1,28788	0,0091
Kaz-m1	1,28727	0,00025
JhI-1	1,28726	0,00025
Arpc3B	1,28665	0,00225
Xbp1	1,28636	5,00E-05
CG5023	1,28623	5,00E-05
CG15628	1,28489	5,00E-05
CG15611	1,28384	5,00E-05
FER	1,28244	5,00E-05
IscU	1,28138	5,00E-05
bt	1,28027	5,00E-05
KCNQ	1,28021	0,0248
bou	1,27996	0,01605
CR46006	1,27942	0,025
Pask	1,27923	0,00445
Vm26Ab	1,27892	5,00E-05
Scp2	1,27834	5,00E-05
Vps13	1,27681	5,00E-05
E5	1,27553	0,01015
hh	1,27463	0,01615
CG13482	1,27454	0,027
CG16779	1,27442	5,00E-05
CG13510,CG13511,CG42565	1,27388	5,00E-05
LysP	1,27387	5,00E-05
RpL30	1,27363	5,00E-05
RhoGAP16F	1,27293	0,00015
CG32557	1,27171	0,0005
CG34172	1,27078	0,0025
CG44243	1,27015	5,00E-05
CG7920	1,27012	5,00E-05
Cirl	1,26819	5,00E-05
Swim	1,26477	0,00445
Zw	1,26238	5,00E-05
CG9312	1,26217	0,00085
CG12912,Hr46	1,26158	0,0006
hid	1,25992	0,00315
CG9170	1,25963	5,00E-05
slo	1,25891	5,00E-05
kcc	1,25673	5,00E-05
CG10151	1,25631	0,0078
TMS1	1,25593	5,00E-05
kek1	1,25466	5,00E-05
msl-2	1,25462	0,00095
en	1,25381	0,0281
CG42238	1,25337	5,00E-05
CG15247	1,25297	5,00E-05
CG34198	1,25246	0,01325
SdhA	1,25228	5,00E-05
CG14615	1,25198	0,0063
CG15431	1,25152	0,00015
Edem2	1,25051	0,0004
Cyp6a13	1,24874	0,0002
GstE10	1,24765	5,00E-05
Ald	1,24715	5,00E-05
CG44013,CG44014	1,2445	0,00025
CG30424	1,24442	0,00355
r	1,24422	5,00E-05
CG34220	1,24417	5,00E-05
beat-Ib	1,24297	0,0066
CG6295	1,2428	0,0003
NnaD	1,24246	0,02785
CG13077	1,23838	0,001
eys	1,23827	0,0051
sff	1,2351	5,00E-05
CG6607	1,23312	0,0001
CR44116	1,23275	0,02
CG44245,Glycogenin	1,23245	5,00E-05
CG5273	1,23212	5,00E-05
pdgy	1,23199	5,00E-05
CG5011	1,23096	0,00015
CG11275	1,23064	0,0191
Hr38	1,22981	0,0153
Fer2LCH	1,22941	5,00E-05
Sclp	1,22881	5,00E-05
CG32521	1,22747	5,00E-05
CG18324	1,22726	0,02805
pyx	1,22662	0,0005
CG43921	1,2221	5,00E-05
Cpr62Bb	1,21969	0,00065
Cpr49Ab	1,21741	0,00075
CG5984	1,2173	0,02265
CG13384	1,21591	5,00E-05
CG11168	1,21189	5,00E-05
CG31259	1,21117	0,0285
TwdlG	1,20809	0,01475
CG7120	1,20748	0,0139
Obp99a	1,20563	0,006
CG31313	1,20511	5,00E-05
Ugt35a	1,20267	5,00E-05
