gene_name	log2(fold_change)	p_value
kcc	1,28376	5,00E-05
Cyp305a1	1,28201	0,0193
CG14696	1,28166	0,02185
CG11073	1,27246	5,00E-05
CG6429,CG6435	1,27201	0,0144
Pal2	1,27178	0,01615
CG34220	1,27042	0,0001
LpR1	1,2692	5,00E-05
Rgk3	1,26773	0,00045
E(spl)mbeta-HLH	1,26636	0,0203
CG9664	1,26591	0,01605
b	1,26429	0,0026
CG45080	1,26413	5,00E-05
CG1124	1,26337	0,00065
CG9331	1,26172	5,00E-05
Clect27	1,26094	0,00515
Kaz-m1	1,25989	0,019
Wbp2	1,25849	5,00E-05
rhea	1,25748	5,00E-05
cbt	1,25726	0,0045
ninaC	1,25489	5,00E-05
GLS	1,25375	5,00E-05
CG14984	1,25363	0,0186
sdt	1,2518	5,00E-05
Reg-5	1,24991	5,00E-05
Cirl	1,24739	5,00E-05
CG3961	1,24653	5,00E-05
Cpr65Au	1,24446	0,0012
chp	1,24221	5,00E-05
CG7322	1,24177	0,00065
Dic1	1,24017	0,00055
GNBP3	1,23986	0,0131
CG10383	1,23975	0,0003
CG6424	1,23831	5,00E-05
CG31200	1,23828	0,01655
CG9336	1,23811	5,00E-05
NT5E-2	1,23712	0,00135
Jheh1	1,23698	0,00045
Ugt35b	1,23248	0,0121
CG6972	1,23232	0,0077
CG31103	1,2321	0,01125
CG31288	1,23169	0,00135
CG15465,rg	1,23042	5,00E-05
Ih	1,22887	0,0001
CG14445	1,22753	0,0221
CG16799	1,22265	0,00845
Cpn	1,21967	0,0026
CG5973	1,21941	0,00245
CG13618	1,2175	0,02085
Obp57a,Obp57b,Obp57c	1,21732	5,00E-05
vig	1,21633	0,0029
CG14275	1,2154	0,00695
CG9527	1,21517	0,00025
CanA1	1,2108	0,0113
LamC	1,21004	0,00025
CG12075	1,20763	0,01365
gem	1,20522	5,00E-05
Lpin,kermit	1,20285	5,00E-05
fbp	1,19861	5,00E-05
Kul	1,19809	0,00385
bbg	1,19787	0,0001
AnxB9	1,19402	0,00015
qtc	1,19221	0,01915
CG10345	1,18627	0,0014
CG17108	1,18411	5,00E-05
EbpIII	1,1818	5,00E-05
Eaat2	1,1813	5,00E-05
Hsc70-1	1,18027	0,0003
Cals	1,17987	5,00E-05
CG5646	1,17811	0,00305
CG13895	1,17658	0,00495
RpL10Ab	1,17652	5,00E-05
sd	1,17618	5,00E-05
CG2765	1,17283	5,00E-05
msl-2	1,17059	0,01895
CG9572	1,16966	0,00025
CG32486	1,16708	5,00E-05
CG31705	1,16552	5,00E-05
sals	1,16459	0,0084
CG2794	1,1643	0,006
RpLP0	1,16369	5,00E-05
bond	1,16342	0,02195
Kah	1,16233	0,0039
CG34120	1,15991	5,00E-05
Jon65Aiv	1,15953	5,00E-05
Srpk79D	1,15879	5,00E-05
inaC	1,15876	0,0001
Mal-B2	1,15561	0,0067
Cp16	1,15355	0,0004
CG12769	1,15281	0,00465
mle	1,15224	5,00E-05
RpS5a	1,15224	5,00E-05
CG42807	1,1472	0,00015
CG12825	1,14667	0,005
CG3036	1,14495	5,00E-05
Ent2	1,14078	0,0001
kdn	1,14002	5,00E-05
Atg8a	1,13982	5,00E-05
Rbp1-like	1,13918	5,00E-05
CG9286	1,13824	0,0064
Cpr57A,Obp57d	1,13704	0,01825
tim	1,13429	5,00E-05
Adk1,CG5626	1,13273	5,00E-05
CR44690	1,13251	0,00885
Dad	1,13106	0,0008
CG13309	1,13049	0,0002
t	1,12927	0,00335
shn	1,1283	0,00755
Pkcdelta	1,12815	0,0002
modSP	1,12798	0,0024
Pat1	1,12644	0,00025
Tsp42Ee	1,12441	5,00E-05
CG8369	1,1244	0,0001
caix	1,11928	0,0206
Cpr49Ab	1,11807	0,01855
CG12177	1,11753	0,00575
chico	1,11681	0,00045
CG11686	1,11196	0,00365
RpL30	1,11185	5,00E-05
Cp19	1,10892	0,0005
CG31997	1,10811	0,00275
Slob	1,10614	0,0005
CG30046	1,10555	0,0146
Gfat1	1,10473	0,0009
CG5621	1,1014	0,01085
Scp1	1,10078	5,00E-05
DIP1	1,09397	5,00E-05
Spn55B	1,09315	0,00495
Cyp6a13	1,09171	0,0132
CG14655	1,08889	0,01505
Samuel	1,08585	0,0047
trp	1,08444	5,00E-05
CG33144	1,08423	5,00E-05
Cys	1,0837	0,0048
CG42808	1,08016	0,00855
Proc-R	1,07247	0,01225
Sclp	1,0714	0,00655
prom	1,06877	0,01775
Npc1a	1,06751	5,00E-05
CG10082	1,06621	5,00E-05
Vps13	1,06592	0,0002
Pkc98E	1,06386	5,00E-05
CG4619	1,06163	0,0197
CG14777,CG14778	1,05944	0,006
Mlp60A	1,05905	5,00E-05
Mur29B	1,0577	0,0015
GstE12	1,05672	5,00E-05
Gbeta76C	1,05544	5,00E-05
CG9928	1,05457	0,01765
CG2781	1,05294	0,00385
CG18628	1,05289	5,00E-05
CG43143	1,04758	0,00715
CG5538,Desat1	1,04662	5,00E-05
Pebp1	1,03864	0,02025
RhoGAP15B	1,03764	0,00395
CG13384	1,03598	0,00045
Jon74E	1,03581	5,00E-05
CG6912	1,03099	0,00015
CG1674	1,02963	5,00E-05
clumsy	1,0239	0,01115
CG8086	1,02348	0,0015
CG14109	1,02338	0,00085
CG3902	1,01971	5,00E-05
TMS1	1,01909	5,00E-05
sqa	1,01507	5,00E-05
CG1678	1,01298	5,00E-05
Sec71	1,01121	0,00035
Pax	1,00876	0,001
Asator	1,00876	0,00045
RpS8	1,00819	0,00025
Iml1	1,00747	5,00E-05
pdgy	1,00476	0,00065
Tsp42Ej,Tsp42Ek	1,00376	0,00245
Smg5	1,00027	5,00E-05
CSN6	-1,00075	0,0043
Gas41	-1,00107	0,00545
Ndc1	-1,00108	5,00E-05
CG11007	-1,00219	0,00035
CG6967	-1,00264	0,0001
glu	-1,0027	5,00E-05
Ssrp	-1,00292	5,00E-05
pea	-1,00301	5,00E-05
CR45818	-1,00313	0,00565
CG4622	-1,00318	0,0068
CG3045	-1,00358	0,01425
E(var)3-9	-1,00363	5,00E-05
CG17078	-1,00411	0,0005
Pnn	-1,00535	5,00E-05
mars	-1,00556	0,00015
CG7668	-1,00586	5,00E-05
Phax	-1,00609	5,00E-05
CG2023	-1,00649	0,00105
CG14710	-1,00937	0,0065
FLASH	-1,00946	0,0008
CG12883	-1,00981	0,0007
CG8498	-1,01228	0,0007
CG16892	-1,0123	0,0045
Art1	-1,01281	5,00E-05
PGRP-LD,Pmi	-1,01295	5,00E-05
CG14814	-1,01344	5,00E-05
Taf5	-1,01422	5,00E-05
CG5757	-1,01517	5,00E-05
polo	-1,01518	5,00E-05
wech	-1,0159	5,00E-05
CG15168	-1,01625	0,0002
CG31898	-1,01686	0,02035
Mcm3	-1,01719	5,00E-05
CG11839	-1,01819	0,00195
WRNexo	-1,02	5,00E-05
ste14	-1,02015	0,00925
CG7650	-1,02056	0,00555
CG8435	-1,02103	0,0001
CG7544	-1,02145	0,00125
CG31365	-1,02159	0,00105
CG13025	-1,02165	0,00025
pav	-1,02226	5,00E-05
Hsc20,l(3)72Dp	-1,02246	0,0155
CG14903	-1,02249	0,00775
CG14384,grsm	-1,02352	5,00E-05
l(2)dtl	-1,02377	5,00E-05
Gos28	-1,0239	0,0001
DNApol-alpha180	-1,02456	5,00E-05
GstO1	-1,02474	5,00E-05
geminin	-1,02526	5,00E-05
Marcal1	-1,02575	0,00055
Blos4	-1,02582	0,01965
Usp39	-1,02623	5,00E-05
HmgD	-1,02644	5,00E-05
Mcm6	-1,02669	5,00E-05
TfIIFbeta	-1,02691	0,00055
CG7372	-1,02694	5,00E-05
CG4935	-1,02715	0,01015
olf186-M	-1,02721	0,0005
CG3605	-1,0274	5,00E-05
CG5880	-1,02779	0,0082
cnir	-1,028	0,01125
CHIP	-1,02831	5,00E-05
Ipk2	-1,02917	5,00E-05
fend	-1,02941	5,00E-05
CG6758	-1,0295	0,0192
Hmr	-1,03008	5,00E-05
RfC38	-1,03018	0,0019
opm	-1,03076	0,0002
dgt3	-1,0309	0,00205
CG2051	-1,0314	5,00E-05
CG7101	-1,03254	0,0003
CG2091	-1,0326	5,00E-05
dgrn	-1,03266	5,00E-05
CG1663	-1,03475	0,0033
CG1239	-1,03507	0,00045
CG4570	-1,03529	5,00E-05
Dronc	-1,03545	5,00E-05
CG8490	-1,03567	0,0004
Sirt7	-1,03677	0,00065
mh	-1,03708	0,0005
l(2)05714	-1,03715	0,00165
fu2	-1,03935	5,00E-05
Mcm7	-1,03945	5,00E-05
CG11885	-1,04016	0,00485
CG9922	-1,04078	0,00395
SAK	-1,04451	0,00235
CG6066	-1,04549	5,00E-05
mei-S332	-1,04576	0,0095
Set	-1,04577	5,00E-05
CycE	-1,04608	5,00E-05
spd-2	-1,04621	5,00E-05
CG5872	-1,04628	0,00385
CG32452	-1,04636	5,00E-05
CG18764	-1,04713	0,01065
sip1	-1,04903	0,0018
lic	-1,04972	5,00E-05
Pol32	-1,05011	0,0002
IntS12	-1,05045	0,003
nAChRalpha4	-1,05049	0,00495
dgt1	-1,05052	5,00E-05
CG6693	-1,05053	5,00E-05
TfIIFalpha	-1,05061	5,00E-05
CG6937	-1,05087	5,00E-05
CG8097	-1,05135	0,00025
Orc1	-1,05216	5,00E-05
CG8159	-1,0527	0,0129
fs(1)Ya	-1,05319	5,00E-05
CG5543	-1,05348	0,0017
CG4813	-1,05359	0,00085
dpa	-1,0541	5,00E-05
Haspin	-1,05542	5,00E-05
CG12659	-1,05544	0,0075
Sgf29	-1,0567	0,00305
CG6683	-1,05691	0,02225
CG7130	-1,05724	0,0185
CG11555	-1,05824	0,0155
CG4730	-1,05858	0,0068
CG18528	-1,05866	0,0007
HDAC1	-1,05881	5,00E-05
SmE	-1,05892	5,00E-05
CG4449	-1,06125	5,00E-05
CG16753	-1,06151	0,00015
Src64B	-1,06158	5,00E-05
CG3238	-1,06273	5,00E-05
Kebab	-1,06534	0,00885
Slbp	-1,06598	5,00E-05
CG34315,lat	-1,06761	5,00E-05
Kdm4A	-1,06807	5,00E-05
SNRPG	-1,06817	5,00E-05
CG14464	-1,06854	5,00E-05
CG18262	-1,07029	0,00935
Dim1	-1,07068	0,00355
CG6685	-1,07107	0,00515
Apc2	-1,07194	5,00E-05
CG2694	-1,07215	0,0004
CG2371	-1,0757	0,0009
Blm	-1,07579	5,00E-05
U2af38	-1,07582	5,00E-05
Ssdp	-1,07697	5,00E-05
Nedd8	-1,07707	5,00E-05
CG31139,rumi	-1,07711	0,00105
qua	-1,0772	5,00E-05
Df31	-1,07857	5,00E-05
CG1789	-1,07891	0,00015
Paf-AHalpha	-1,07919	5,00E-05
tor	-1,08052	5,00E-05
CG31457	-1,08061	5,00E-05
alphaTub67C	-1,08069	5,00E-05
CycB3	-1,0809	5,00E-05
CG11398	-1,08102	0,0004
CG15362	-1,08277	0,0026
Fip1	-1,08301	5,00E-05
Aos1	-1,08351	0,001
CG4788	-1,08363	0,01545
Orc4	-1,08431	5,00E-05
CG7818	-1,08632	0,00085
RnrS	-1,0875	5,00E-05
Cks30A	-1,08782	5,00E-05
tral	-1,08787	0,00205
CG11781	-1,0892	0,0022
Snr1	-1,08978	5,00E-05
Ripalpha	-1,09122	5,00E-05
CG5555	-1,0913	5,00E-05
QC	-1,09136	5,00E-05
CG33213	-1,09155	0,0216
Mcm5	-1,09279	5,00E-05
Aven	-1,09294	0,007
dgt2,escl	-1,09355	5,00E-05
CG11760,CG8116	-1,09435	5,00E-05
Rpb7	-1,09483	0,00025
PCNA	-1,09495	5,00E-05
tos	-1,09544	5,00E-05
Oseg6	-1,09637	0,00445
RnrL	-1,09775	5,00E-05
CG8173	-1,09811	5,00E-05
CG8142	-1,09845	0,00025
CG4586	-1,09866	5,00E-05
Cp15	-1,09884	0,0004
CG12112	-1,0991	5,00E-05
Mtor	-1,0994	5,00E-05
ball	-1,09958	5,00E-05
Pms2	-1,09968	5,00E-05
CG3812	-1,10036	0,0101
Gen	-1,10137	0,00575
aurA	-1,10142	0,0001
l(2)35Be	-1,1015	0,019
CG42232	-1,10176	5,00E-05
CR46097	-1,10179	0,02095
Ada2b	-1,10229	5,00E-05
Mcm2	-1,10298	5,00E-05
holn1	-1,10302	0,0004
CG33506	-1,10319	0,001
CG15436	-1,10333	0,00175
CG7154	-1,10343	5,00E-05
CG5516	-1,10377	0,0002
me31B	-1,10413	0,00025
Nse4	-1,10457	0,0012
CG10880	-1,10523	5,00E-05
feo	-1,10562	5,00E-05
CG3919	-1,10574	0,01515
gammaTub37C	-1,10619	5,00E-05
BthD	-1,10645	0,00205
Bub3	-1,10881	5,00E-05
CG6425	-1,10892	0,0009
dup	-1,10909	0,0003
boi	-1,11018	5,00E-05
DNApol-epsilon255	-1,1114	5,00E-05
CG8223	-1,1124	5,00E-05
CR45264	-1,11342	0,00235
RPA2	-1,11504	5,00E-05
mus304	-1,11556	5,00E-05
MED21	-1,11712	0,00165
Pen	-1,11797	5,00E-05
CycB	-1,11857	0,00325
CG11586	-1,11884	0,00595
Syx18	-1,11977	0,0062
CG2931	-1,12163	5,00E-05
Incenp	-1,12194	5,00E-05
Pomp	-1,12294	5,00E-05
muskelin	-1,12384	5,00E-05
CG11882	-1,12468	0,00935
Klp3A	-1,12487	5,00E-05
E2f2	-1,12569	5,00E-05
Sirt6	-1,12574	0,0069
Rpn11	-1,1263	5,00E-05
CG4936	-1,12672	5,00E-05
Rbf2	-1,12893	0,0094
CG17361	-1,12917	0,0025
jigr1	-1,13004	5,00E-05
CG11808	-1,13094	0,00915
CG31109	-1,13173	0,0003
Cypl	-1,13266	0,0012
CG11523	-1,13321	0,0005
CG32625	-1,13503	0,0013
CG17612	-1,13509	0,0019
tan	-1,13552	5,00E-05
SmF	-1,13597	0,0001
elg1	-1,13617	5,00E-05
CG14860	-1,13627	0,00135
Gem3	-1,13648	5,00E-05
CG4447	-1,13762	0,02125
CG7706	-1,13835	0,00035
mus81	-1,13852	5,00E-05
CG3226	-1,13853	5,00E-05
nmdyn-D7	-1,13892	0,0007
Cdk2	-1,13942	5,00E-05
CG9641	-1,13971	5,00E-05
PGAP5	-1,14005	0,0016
Arl2	-1,14105	0,01385
RfC3	-1,14229	0,00015
CG33169	-1,14242	0,00505
asp	-1,14363	5,00E-05
CG1738	-1,1439	0,0006
CG6927	-1,14433	5,00E-05
cal1	-1,14466	0,00995
Rrp45	-1,14473	0,00055
Cap-D2	-1,14631	5,00E-05
Mis12	-1,14718	0,02
Nup54	-1,1483	5,00E-05
CG4854	-1,14833	0,0076
CG11788	-1,14872	0,01455
DNA-ligI	-1,14878	5,00E-05
CG9135	-1,1495	5,00E-05
CG34148,fit	-1,15074	0,01355
CG15387	-1,15106	0,0034
CG2021	-1,15109	0,0105
CycH	-1,15353	5,00E-05
ncd	-1,15475	0,0003
Rad17	-1,15501	0,0012
Elba2	-1,15538	5,00E-05
spn-D	-1,15642	0,01575
CG12795	-1,15699	5,00E-05
fs(2)ltoPP43	-1,15811	5,00E-05
Uch-L5	-1,15883	5,00E-05
CG16736,Ibf2	-1,16144	0,0033
Imp	-1,16293	5,00E-05
Uch	-1,16317	5,00E-05
wus	-1,16371	5,00E-05
neb	-1,16396	0,01665
CG1218	-1,16534	5,00E-05
CG10265	-1,16709	0,0001
sofe	-1,16725	5,00E-05
MED20	-1,1681	0,00305
NiPp1	-1,16964	0,0001
msb1l	-1,17012	5,00E-05
sip2	-1,17089	5,00E-05
tum	-1,17276	5,00E-05
CG9609	-1,17475	5,00E-05
Zwilch	-1,17541	5,00E-05
RfC4	-1,17558	5,00E-05
CG17186	-1,17729	0,0009
bam	-1,17729	0,00935
Klp67A	-1,17816	5,00E-05
CG7840	-1,17836	5,00E-05
GstD3	-1,17836	0,00495
CG7357	-1,17911	5,00E-05
ranshi	-1,1795	0,00165
Ote	-1,18008	5,00E-05
CG14965	-1,18074	0,0004
mael	-1,18111	5,00E-05
CG3430	-1,18384	5,00E-05
CG15877	-1,18388	0,00045
CG34308,timeout	-1,1851	0,00035
CG8420	-1,18752	5,00E-05
twe	-1,18833	5,00E-05
CG3857	-1,18982	5,00E-05
CG3457	-1,19084	0,0001
Klp61F	-1,19237	5,00E-05
nopo	-1,19303	0,0001
CG6540	-1,1944	5,00E-05
RanGAP	-1,19497	0,0006
CG9926	-1,19654	0,0049
CG8319	-1,19695	5,00E-05
PQBP1	-1,19717	0,0171
Gr47b,san	-1,19731	5,00E-05
mRpS18A	-1,19986	5,00E-05
ldbr	-1,20037	0,00265
cav	-1,20057	0,01515
thr	-1,20058	5,00E-05
cid	-1,20163	5,00E-05
CG8712	-1,20315	0,0002
CG7208	-1,20391	0,00105
Acf	-1,20443	5,00E-05
Sdhaf3	-1,20488	0,00235
CG8089	-1,20733	0,0048
hd	-1,20962	5,00E-05
CDC45L	-1,21057	0,0054
RecQ4	-1,21094	5,00E-05
dnk	-1,21352	5,00E-05
CG8478	-1,21405	0,0007
Caf1-105	-1,21435	5,00E-05
Mcm10	-1,21742	5,00E-05
ana3	-1,21982	5,00E-05
Spc25	-1,22414	0,0082
DNApol-alpha73	-1,22475	5,00E-05
Rca1	-1,22487	5,00E-05
trem	-1,2262	5,00E-05
Nuf2	-1,22653	0,00295
Cdk8	-1,22673	0,0014
Chd3	-1,22931	5,00E-05
Fen1	-1,22955	5,00E-05
Nek2	-1,23103	5,00E-05
Drep2	-1,23153	5,00E-05
CG7730	-1,23328	5,00E-05
CG14036	-1,23418	5,00E-05
spt4	-1,23679	0,0012
Nse1	-1,23856	0,0007
CG30440	-1,2397	5,00E-05
Sws1	-1,24068	0,00115
CG12948,CG34409	-1,24079	5,00E-05
CG9548	-1,24372	0,00025
CG9376	-1,24382	0,0014
CG4880	-1,24495	5,00E-05
pgc	-1,24631	5,00E-05
Neos	-1,24632	5,00E-05
Spindly	-1,24694	5,00E-05
png	-1,2481	5,00E-05
hdc	-1,24979	5,00E-05
sub	-1,24998	5,00E-05
CG17018	-1,25055	5,00E-05
CG15435	-1,25064	0,0007
CG8180	-1,25124	5,00E-05
Sem1	-1,25125	5,00E-05
RPA3	-1,25244	0,00495
Sept5	-1,25374	0,0006
HipHop	-1,25467	5,00E-05
mdlc	-1,25626	0,00045
hng1	-1,25741	0,00135
CG6843	-1,26151	5,00E-05
CG34001,hay	-1,26176	0,00455
CG13625	-1,26209	5,00E-05
Jabba	-1,26372	5,00E-05
DNApol-delta	-1,26867	5,00E-05
CG13993	-1,26979	5,00E-05
CG30467	-1,26998	5,00E-05
CG12702	-1,27194	0,0112
mus301	-1,27214	5,00E-05
CG17359	-1,27271	0,00035
CG31251	-1,2728	0,00285
lin-52	-1,27574	5,00E-05
O-fut1	-1,27931	5,00E-05
bora	-1,28095	5,00E-05
CG8441	-1,28198	5,00E-05
CR43837	-1,28315	5,00E-05
mol	-1,28462	5,00E-05
asf1	-1,28499	5,00E-05
CR46096	-1,28559	0,00185
Chrac-16	-1,28678	5,00E-05
insv	-1,28699	5,00E-05
CG34213	-1,2895	0,0205
Hsp26	-1,29069	5,00E-05
krimp	-1,29075	5,00E-05
pie	-1,29341	5,00E-05
aurB	-1,29345	5,00E-05
mei-38	-1,29621	5,00E-05
gnu	-1,29741	5,00E-05
CG13599	-1,30083	5,00E-05
SMC2	-1,30225	5,00E-05
Ublcp1	-1,30375	0,0001
Chrac-14	-1,30628	5,00E-05
cmet	-1,30672	5,00E-05
Caf1-180	-1,31284	5,00E-05
CG16865	-1,31302	5,00E-05
BigH1	-1,31338	5,00E-05
Fancd2	-1,31421	5,00E-05
CG17658	-1,31476	0,0155
plu	-1,31495	0,0007
Bin1	-1,31579	0,00015
HP4	-1,31878	5,00E-05
CG31957	-1,32023	0,0008
CG14561	-1,3238	0,00015
Ndc80	-1,32429	5,00E-05
Cdk1	-1,32529	5,00E-05
mtrm	-1,32729	5,00E-05
CG7593	-1,32773	0,0038
CG5808	-1,32834	0,00095
Sas-6	-1,33235	0,0006
DNApol-epsilon58	-1,33263	5,00E-05
MAGE	-1,33618	0,0002
borr	-1,33834	5,00E-05
dah	-1,33855	5,00E-05
Tbp	-1,34228	0,00055
msd1	-1,34237	0,00025
CG5359	-1,35064	0,00035
Ada	-1,35154	0,0074
Det	-1,35315	0,0001
CG5194	-1,35329	5,00E-05
thoc6	-1,35338	5,00E-05
CG18787	-1,35642	0,01125
Pym,bgcn	-1,35857	5,00E-05
Nnf1b	-1,36283	0,0012
CG11164	-1,36493	5,00E-05
fzy	-1,36498	0,0008
icln	-1,36857	5,00E-05
msd5	-1,36891	0,00135
CG12018	-1,37853	5,00E-05
CG14074	-1,37877	0,0021
CG14931	-1,38225	5,00E-05
mms4	-1,38858	0,00445
Spc105R	-1,39937	5,00E-05
DNApol-alpha60	-1,40467	5,00E-05
CG13484	-1,40884	0,02185
Orc5	-1,4091	5,00E-05
pim	-1,41581	5,00E-05
CG9759	-1,42709	0,00745
dhd	-1,42832	5,00E-05
CG13690	-1,43059	0,0004
CG18190	-1,43064	5,00E-05
CG13373	-1,4387	5,00E-05
ana2	-1,44039	0,0005
Orc6	-1,44245	0,0005
Rad9	-1,44643	0,008
CR43309	-1,4738	0,00285
mad2	-1,52995	5,00E-05
CG17005	-1,53198	0,01665
CG3323	-1,53312	0,00175
Cwc25	-1,54768	0,0202
Claspin	-1,57296	5,00E-05
CG18586,CG5568	-1,58041	5,00E-05
Hsp27	-1,59184	5,00E-05
bcd	-1,60661	5,00E-05
CR45631	-1,64734	0,0154
CG5245	-1,68317	0,0039
CR45433	-1,73685	0,00925
CG18673	-1,78195	0,00215
CR43651	-1,88971	0,0006
snRNA:U11	-1,95912	0,00775
Obp19c	-2,21419	0,00155
Fcp3C	-2,43508	0,0138
CR43626	-2,43573	0,0014
CG12708	-2,57934	0,0001
CG32368	-2,58196	0,00045
CR43857,mir-275	-2,76035	5,00E-05
